raMean,decMean,rMeanPSFMag,rMeanPSFMagErr,iMeanPSFMag,iMeanPSFMagErr,zMeanPSFMag,zMeanPSFMagErr
357.19164723,-31.3818241,15.142800331115723,0.002208000048995018,13.910699844360352,0.003882999997586012,13.581399917602539,0.00145800004247576
357.66213175,-31.04030703,16.35700035095215,0.007899999618530273,15.072199821472168,0.0025889999233186245,14.487299919128418,0.004023000132292509
357.67369701,-31.04622937,18.477800369262695,0.008611000142991543,17.368999481201172,0.0071680000983178616,16.88960075378418,0.005785000044852495
357.63818435,-31.05070492,20.947799682617188,0.2313919961452484,20.756900787353516,0.06688100099563599,20.84469985961914,0.06784199923276901
357.63636222,-31.04627398,21.432199478149414,0.08486100286245346,21.15180015563965,0.05481399968266487,20.84709930419922,0.1946129947900772
357.64195908,-31.04741964,20.93630027770996,0.09427099674940109,20.739700317382812,0.04845099896192551,20.663999557495117,0.04320700094103813
357.40954561,-31.2695816,21.206499099731445,0.1963990032672882,20.573299407958984,0.03942999988794327,20.444599151611328,0.11084800213575363
357.41846343,-31.28075471,19.995100021362305,0.06465400010347366,20.47010040283203,0.034595999866724014,20.19529914855957,0.20992499589920044
357.34616483,-31.21050551,20.389699935913086,0.05803399905562401,20.295700073242188,0.03120099939405918,20.129100799560547,0.04693000018596649
357.35672524,-31.22654069,20.423599243164062,0.04883100092411041,20.444900512695312,0.03602999821305275,20.163999557495117,0.08070199936628342
357.34954173,-31.2466295,19.665700912475586,0.03135500103235245,18.671499252319336,0.006353000178933144,18.236400604248047,0.01411100011318922
357.35352183,-31.24277601,19.311500549316406,0.007573000155389309,19.418699264526367,0.016522999852895737,19.454500198364258,0.08317799866199493
357.38426678,-31.24693808,20.88610076904297,0.2508139908313751,21.043500900268555,0.03765000030398369,20.71430015563965,0.17507199943065643
357.3844919,-31.2445209,21.52989959716797,0.15862800180912018,20.832300186157227,0.043508000671863556,20.41659927368164,0.19092200696468353
357.31791012,-31.04489424,20.48069953918457,0.33180201053619385,20.908100128173828,0.10150600224733353,20.115800857543945,0.031888000667095184
357.34255889,-31.06133751,20.02549934387207,0.3119800090789795,20.312299728393555,0.03022100031375885,19.573999404907227,0.08856099843978882
357.32540675,-31.04868039,19.444499969482422,0.03340400010347366,18.72480010986328,0.005803000181913376,18.33169937133789,0.02443300001323223
357.24827646,-31.0492902,14.573200225830078,0.0045830002054572105,14.468199729919434,0.0019049999536946416,14.483400344848633,0.005154000129550695
357.26596104,-31.05929355,21.540800094604492,0.17890900373458862,21.153799057006836,0.05813099816441536,20.69339942932129,0.15760500729084015
357.25906258,-31.05867468,21.4512996673584,0.14852899312973022,21.07069969177246,0.05586199834942818,20.7810001373291,0.17161400616168976
357.26588008,-31.04903766,19.511600494384766,0.02501400001347065,19.451400756835938,0.017361000180244446,19.531600952148438,0.034890998154878616
357.23388698,-30.82577529,16.730199813842773,0.0070859999395906925,16.61639976501465,0.0038030000869184732,16.61050033569336,0.006560999900102615
357.22069776,-30.81331448,21.707799911499023,0.17270299792289734,20.88629913330078,0.17888499796390533,20.564300537109375,0.05884300172328949
357.22106929,-30.81216616,21.72439956665039,0.18019600212574005,20.896099090576172,0.07393799722194672,20.485300064086914,0.03800699859857559
357.2287513,-30.82010034,21.265899658203125,0.09027799963951111,20.98259925842285,0.058171000331640244,20.79199981689453,0.056283000856637955
357.20397743,-30.80661461,20.7947998046875,0.06838899850845337,20.920400619506836,0.03216300159692764,20.88249969482422,0.007077000103890896
357.20114487,-30.80374644,21.76449966430664,0.18141500651836395,21.090700149536133,0.053293000906705856,20.79599952697754,0.15805600583553314
356.96072469,-31.23316466,21.22920036315918,0.04072999954223633,21.065500259399414,0.14075599610805511,20.7367000579834,0.1794690042734146
356.96774364,-31.23265978,20.93549919128418,0.07713600248098373,20.23110008239746,0.012312999926507473,19.86280059814453,0.07589299976825714
356.9684465,-31.23087851,19.479799270629883,0.02260800078511238,19.23940086364746,0.019977999851107597,18.630699157714844,0.030967000871896744
356.96326655,-31.25704268,20.6471004486084,0.10164999961853027,19.21500015258789,0.010239999741315842,18.534500122070312,0.04114700108766556
356.96015552,-31.25681994,19.690500259399414,0.0018889999482780695,19.638700485229492,0.02298099920153618,19.548900604248047,0.017952000722289085
356.96344732,-31.2410338,19.840200424194336,0.08232799917459488,19.39940071105957,0.010900000110268593,19.279300689697266,0.018629999831318855
356.96797792,-31.24733179,20.929100036621094,0.15525799989700317,20.643199920654297,0.031122999265789986,20.306699752807617,0.1062299981713295
356.98461285,-31.25378499,19.597900390625,0.023950999602675438,19.247900009155273,0.015531999990344048,19.098600387573242,0.037516999989748
356.98184939,-31.24752652,20.895099639892578,0.15035800635814667,19.65169906616211,0.013136000372469425,18.987899780273438,0.02500299923121929
356.98882778,-30.50810395,20.570899963378906,0.20069999992847443,20.64739990234375,0.07471899688243866,20.762699127197266,0.1666570007801056
356.99829389,-30.50127434,21.15410041809082,0.17395800352096558,21.30470085144043,0.03617500141263008,20.898000717163086,0.18730400502681732
356.99801077,-30.50546642,21.473899841308594,0.13631600141525269,21.22480010986328,0.17158299684524536,21.035499572753906,0.18571899831295013
356.98786891,-30.50331428,20.120500564575195,0.10143300145864487,19.640600204467773,0.030480999499559402,19.41010093688965,0.03457700088620186
356.98625215,-30.50231746,20.254499435424805,0.012387000024318695,19.745500564575195,0.010215999558568,19.60460090637207,0.032547999173402786
356.98755864,-30.48906914,17.125699996948242,0.003452999982982874,17.03700065612793,0.0042329998686909676,17.03529930114746,0.004563999827951193
357.00226475,-30.49826046,21.42620086669922,0.04596700146794319,20.907499313354492,0.03720400109887123,20.987699508666992,0.04418899863958359
357.00643507,-30.49977788,21.645000457763672,0.09203100204467773,20.980899810791016,0.08029799908399582,20.79640007019043,0.09610600024461746
356.99847678,-30.49144834,21.690399169921875,0.16556599736213684,21.252399444580078,0.03464899957180023,20.9601993560791,0.06184399873018265
357.00021748,-30.49251838,19.89539909362793,0.06732799857854843,19.537700653076172,0.018393000587821007,19.371299743652344,0.024385999888181686
357.13923879,-30.61632437,20.010900497436523,0.022307999432086945,19.57110023498535,0.017632000148296356,19.371999740600586,0.02298399992287159
357.15046109,-30.43729133,16.457500457763672,0.004220000002533197,16.141599655151367,0.00417400011792779,16.020599365234375,0.004188000224530697
357.46583764,-31.15629502,20.240400314331055,0.08348699659109116,20.11750030517578,0.02400599978864193,19.319499969482422,0.01948300004005432
357.68177728,-31.0437295,19.553699493408203,0.01660499908030033,18.824499130249023,0.012366999872028828,18.47640037536621,0.01432500034570694
357.67772013,-31.04067671,21.524499893188477,0.021727999672293663,20.94569969177246,0.057434000074863434,20.814199447631836,0.03021400049328804
357.65873,-31.04097829,21.197399139404297,0.0342629998922348,18.923099517822266,0.006587999872863293,17.820100784301758,0.0054270001128315926
357.42760374,-31.27135795,17.986099243164062,0.0,18.17959976196289,0.012703999876976013,18.11090087890625,0.04832400009036064
357.42926603,-31.28469572,17.55270004272461,0.07593999803066254,16.827199935913086,0.003218000056222081,16.524799346923828,0.003756999969482422
357.42772559,-31.27816536,18.911500930786133,0.0,19.140100479125977,0.02223699912428856,19.069900512695312,0.05464699864387512
357.40216009,-31.25201325,21.620100021362305,0.17293700575828552,20.944599151611328,0.05137199908494949,20.62809944152832,0.1612129956483841
357.42421229,-31.26586483,19.550199508666992,0.3974669873714447,19.923900604248047,0.015873000025749207,20.010400772094727,0.01752999983727932
357.41389027,-31.28077827,19.76930046081543,0.0,19.9685001373291,0.017659999430179596,19.645200729370117,0.043529998511075974
357.40439218,-31.27549843,19.170900344848633,0.0,19.236799240112305,0.006523000076413155,19.192399978637695,0.022773999720811844
357.33289168,-31.08855958,21.282400131225586,0.07557599991559982,20.57069969177246,0.041166000068187714,20.314199447631836,0.12948699295520782
357.34408251,-31.03906275,20.946199417114258,0.05216500163078308,20.813600540161133,0.05590600147843361,20.795400619506836,0.2032729983329773
357.34721893,-31.03867506,18.225400924682617,0.012489000335335732,16.89590072631836,0.003135999897494912,16.281600952148438,0.0005600000149570405
356.6514756,-31.1050152,20.639699935913086,0.033034998923540115,20.64859962463379,0.03514600172638893,20.569400787353516,0.1757490038871765
356.59866638,-31.05933302,19.747100830078125,0.05455600097775459,19.291500091552734,0.009487000294029713,19.138900756835938,0.0006619999767281115
356.5953937,-31.07950482,21.0851993560791,0.11416900157928467,20.436199188232422,0.03423700109124184,20.374300003051758,0.13192200660705566
356.606407,-31.06189474,19.03070068359375,0.02979299984872341,19.00550079345703,0.007393999956548214,19.058000564575195,0.026650000363588333
356.60710941,-31.06419297,19.885900497436523,0.061124999076128006,19.669300079345703,0.008608000352978706,19.713899612426758,0.029262999072670937
356.61645986,-31.06854858,19.71809959411621,0.0016139999497681856,19.164100646972656,0.009934999980032444,18.89150047302246,0.04155300185084343
356.61310048,-31.0778117,20.466100692749023,0.10210300236940384,19.787399291992188,0.01488099992275238,19.526500701904297,0.0037440001033246517
356.6110476,-31.07311458,20.481800079345703,0.10346700251102448,19.95199966430664,0.028536999598145485,19.69879913330078,0.015096999704837799
357.20532079,-30.79690703,21.4950008392334,0.06796000152826309,20.482500076293945,0.03416600078344345,19.898399353027344,0.052705999463796616
357.23589465,-30.8162994,20.978599548339844,0.15285399556159973,20.96579933166504,0.08929599821567535,20.746700286865234,0.15574699640274048
357.23588554,-30.81614504,21.31369972229004,0.1007549986243248,21.129199981689453,0.057659998536109924,20.925100326538086,0.16115200519561768
356.9250263,-31.23800462,20.993200302124023,0.011083000339567661,20.820600509643555,0.04409699887037277,20.57200050354004,0.07493600249290466
356.98906519,-31.24106108,18.477399826049805,0.01843699999153614,18.02829933166504,0.0076790000312030315,17.789600372314453,0.014643000438809395
357.02298223,-30.5045865,20.942399978637695,0.17579199373722076,21.140600204467773,0.0656369999051094,21.002399444580078,0.17027400434017181
357.02372956,-30.50109696,21.305700302124023,0.0889350026845932,21.048200607299805,0.04360099881887436,20.94809913635254,0.04763200134038925
357.01466013,-30.48852633,21.41790008544922,0.06121499836444855,20.384599685668945,0.030998999252915382,20.149099349975586,0.07755099982023239
357.01453135,-30.50489662,21.687999725341797,0.09502799808979034,21.054800033569336,0.008422000333666801,20.930500030517578,0.04841599985957146
356.98604834,-30.47062093,21.730199813842773,0.19319899380207062,20.53580093383789,0.04603299871087074,19.841400146484375,0.04797599837183952
357.00256054,-30.48406723,19.816200256347656,0.022007999941706657,19.74209976196289,0.014120000414550304,19.719499588012695,0.018331000581383705
357.10256303,-30.41333069,19.559799194335938,0.003019999945536256,18.88249969482422,0.005282999947667122,18.577999114990234,0.01515199989080429
357.11959817,-30.42324775,19.26759910583496,0.009743000380694866,18.616300582885742,0.005090000107884407,18.315200805664062,0.014627000316977501
357.11393487,-30.41899376,19.67530059814453,0.013729999773204327,19.54829978942871,0.010439000092446804,19.535999298095703,0.01920199953019619
357.11384897,-30.40898719,20.442100524902344,0.16601599752902985,20.8533992767334,0.045864999294281006,20.632400512695312,0.17347699403762817
357.12305772,-30.40664515,20.80900001525879,0.08132799714803696,20.377199172973633,0.042603999376297,20.29400062561035,0.02728700079023838
